,bpp,y-psnr
0,0.062361445558448705,22.5369
1,0.22338414342759502,27.1618
2,0.3374492695514741,29.164
3,0.505894172962565,30.7199
4,0.7122426762832094,32.0756
5,0.9813815465880933,33.4352
6,1.4731119881207413,34.4148
