,bpp,y-psnr
0,0.013935328971250865,31.1902
1,0.030616158391311748,34.4036
2,0.04807633803837548,36.6347
3,0.07308117479526674,37.0272
4,0.10440011567198106,38.369
5,0.15695019746957287,39.1294
6,0.23472661556225674,39.2694
