,bpp,y-psnr
0,0.014705841844253602,24.4003
1,0.08084540226666091,29.4413
2,0.13180165844727393,32.3494
3,0.18686409124673695,34.1905
4,0.27366675511963645,35.8075
5,0.3973735895347588,37.3468
6,0.6142884295251728,38.4028
