,bpp,y-psnr
0,0.020172560875779066,28.3114
1,0.047213088923384106,29.9552
2,0.08742624801348185,30.735
3,0.16436441882880676,31.3995
4,0.26556008424929617,32.0234
5,0.41911735198208655,32.559
6,0.6415847336927017,33.1027
